zip_code,foreclosure_notices_mean,foreclosure_notices_std,foreclosure_notices_max,foreclosure_notices_trend,ev_registrations_mean,ev_registrations_std,ev_registrations_max,ev_registrations_trend,sewer_overflow_incidents_mean,sewer_overflow_incidents_std,sewer_overflow_incidents_max,sewer_overflow_incidents_trend,n_quarters,dbscan_cluster
21638,17.416666666666668,3.088345639315454,23,-0.6468531468531469,232.08333333333334,63.25196128232393,332,17.283216783216783,0.0,0.0,0,0.0,12,0
21639,25.166666666666668,6.575897219575762,32,0.5944055944055944,56.25,23.02617088129386,90,6.3181818181818175,0.16666666666666666,0.38924947208076144,1,0.013986013986013986,12,0
21640,4.333333333333333,3.1139957766460915,11,-0.3706293706293706,9.583333333333334,3.396745322787504,13,0.7447552447552447,0.08333333333333333,0.28867513459481287,1,0.01748251748251748,12,0
21641,2.0833333333333335,1.880924981991251,5,-0.03146853146853147,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21642,0.08333333333333333,0.28867513459481287,1,0.010489510489510488,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21643,47.0,7.495453167208646,57,1.3916083916083917,66.91666666666667,22.589049371656866,98,6.073426573426573,0.0,0.0,0,0.0,12,0
21644,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21645,2.0833333333333335,1.5050420310248864,4,0.15734265734265734,21.25,9.006310918663443,37,2.353146853146853,0.0,0.0,0,0.0,12,0
21646,0.3333333333333333,0.4923659639173309,1,-0.02097902097902098,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21647,0.08333333333333333,0.2886751345948129,1,-0.03146853146853146,5.416666666666667,1.0836246694508316,6,0.17132867132867133,0.0,0.0,0,0.0,12,0
21648,1.8333333333333333,1.337115846843043,4,0.07692307692307693,7.5,1.9306145983268452,12,0.3006993006993007,0.0,0.0,0,0.0,12,0
21649,2.3333333333333335,2.1461734799546393,7,-0.16783216783216784,16.166666666666668,2.4058010698889443,19,0.6153846153846154,0.0,0.0,0,0.0,12,0
21650,0.25,0.45226701686664544,1,-0.01048951048951049,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21651,9.25,2.7010099121355595,15,0.3881118881118881,35.0,6.324555320336759,42,1.5034965034965033,0.0,0.0,0,0.0,12,0
21652,0.25,0.621581560508061,2,0.05244755244755245,19.0,6.941312425025845,26,1.8041958041958044,0.0,0.0,0,0.0,12,0
21653,0.3333333333333333,0.49236596391733095,1,0.027972027972027972,2.5833333333333335,1.2401124093721454,4,0.22727272727272727,0.0,0.0,0,0.0,12,0
21654,1.25,1.1381803659589922,4,0.13636363636363638,160.91666666666666,29.934651047462257,193,7.9475524475524475,0.0,0.0,0,0.0,12,0
21655,16.25,5.101247619232698,23,1.2342657342657342,73.5,11.77439440635329,98,3.076923076923077,0.08333333333333333,0.2886751345948129,1,-0.010489510489510488,12,0
21656,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21657,3.4166666666666665,2.7455197664338145,9,0.05244755244755244,27.583333333333332,8.371578903249572,37,2.248251748251749,0.0,0.0,0,0.0,12,0
